2009-2010 Award Year FFEL Volume by School,,,,,,,,,,,,,,,,,,,,,,,,
Award Year Quarterly Activity  (04/01/2010-06/30/2010),,,,,,,,,,,,,,,,,,,,,,,,
Data Run: 4/5/2012,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, FFEL SUBSIDIZED ,,,,, FFEL UNSUBSIDIZED ,,,,, FFEL PARENT PLUS ,,,,,FFEL GRAD PLUS,,,,
00546100,SALEM COMMUNITY COLLEGE,NJ,080692799,PUBLIC, 18 , 19 ," $35,005.00 ",25," $40,500.00 ", 25 , 25 ," $43,748.00 ",34," $49,529.00 ", 1 , 1 ," $5,000.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
00641700,HOLY NAME MEDICAL CENTER SCHOOL OF NURSING,NJ,076664254,PRIVATE, 2 , 2 ," $5,250.00 ",3," $5,250.00 ", 2 , 3 ," $9,000.00 ",4," $9,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00642100,JFK MEDICAL CENTER MUHLENBERG HAROLD B. AND DOROTHY A. SNYDER SCH,NJ,070613399,PRIVATE, 1 , 1 ," $4,500.00 ",1," $4,500.00 ", 6 , 6 ," $20,100.00 ",6," $20,100.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00642900,SAINT FRANCIS MEDICAL CENTER,NJ,086291986,PRIVATE, -   , -   , $-   ,5," $6,331.00 ", -   , -   , $-   ,1," $1,666.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00686500,CAMDEN COUNTY COLLEGE,NJ,080123240,PUBLIC, 457 , 494 ," $968,178.00 ","1,185"," $1,477,843.00 ", 514 , 558 ," $1,106,185.00 ","1,268"," $1,550,142.00 ", -   , -   , $-   ,2," $3,053.00 ", -   , -   , $-   ,0, $-   
00690100,GLOUCESTER COUNTY COLLEGE,NJ,080804249,PUBLIC, 70 , 71 ," $114,445.00 ",423," $610,333.00 ", 176 , 178 ," $422,206.00 ",770," $1,637,860.00 ", 2 , 2 ," $6,500.00 ",5," $10,751.00 ", -   , -   , $-   ,0, $-   
00750200,BERKELEY COLLEGE,NJ,074243367,PROPRIETARY, 400 , 405 ," $651,324.00 ","1,412"," $1,571,040.00 ", 408 , 435 ," $687,917.00 ","1,440"," $1,546,520.00 ", 18 , 19 ," $71,397.00 ",75," $186,578.00 ", -   , -   , $-   ,0, $-   
00750600,LINCOLN TECHNICAL INSTITUTE,NJ,070835032,PROPRIETARY, 737 , 758 ," $2,192,403.00 ","2,185"," $3,231,074.00 ", 750 ," 1,267 "," $2,623,445.00 ","3,642"," $3,851,914.00 ", 171 , 172 ," $921,412.00 ",461," $1,343,275.00 ", -   , -   , $-   ,0, $-   
00772900,COUNTY COLLEGE OF MORRIS,NJ,078692086,PUBLIC, 12 , 12 ," $29,151.00 ",214," $336,333.00 ", 13 , 13 ," $21,161.00 ",294," $517,498.00 ", 1 , 1 ," $1,061.00 ",1," $1,061.00 ", -   , -   , $-   ,0, $-   
00773000,BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS,NJ,080681599,PUBLIC, 90 , 92 ," $174,083.00 ",182," $196,513.00 ", 136 , 144 ," $293,879.00 ",277," $310,714.00 ", 1 , 1 ," $1,500.00 ",2," $1,500.00 ", -   , -   , $-   ,0, $-   
00773100,RARITAN VALLEY COMMUNITY COLLEGE,NJ,088761265,PUBLIC, 57 , 60 ," $106,360.00 ",109," $104,310.00 ", 75 , 79 ," $143,079.00 ",147," $146,679.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00794700,BETH MEDRASH GOVOHA OF AMERICA,NJ,087012754,PRIVATE, 144 , 159 ," $1,031,568.00 ",324," $1,541,833.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00999400,PASSAIC COUNTY COMMUNITY COLLEGE,NJ,075051179,PUBLIC, 60 , 60 ," $116,067.00 ",81," $139,021.00 ", 27 , 27 ," $55,240.00 ",36," $65,775.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01039400,UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY,NJ,071073000,PUBLIC, 114 , 116 ," $493,947.00 ",223," $773,380.00 ", 177 , 183 ," $890,904.00 ",299," $1,209,198.00 ", 3 , 3 ," $24,500.00 ",8," $54,506.00 ", 74 , 77 ," $417,862.00 ",86," $491,268.00 "
01062900,PB COSMETOLOGY EDUCATION CENTRE,NJ,080301750,PROPRIETARY, 33 , 33 ," $39,473.00 ",78," $59,933.00 ", 14 , 14 ," $16,202.00 ",46," $53,890.00 ", 1 , 1 ," $7,400.00 ",2," $7,400.00 ", -   , -   , $-   ,0, $-   
01085100,ANTHEM INSTITUTE,NJ,070543409,PROPRIETARY, 109 , 109 ," $322,732.00 ",389," $653,801.00 ", 118 , 159 ," $319,468.00 ",593," $745,520.00 ", 11 , 11 ," $45,503.00 ",34," $79,469.00 ", -   , -   , $-   ,0, $-   
01090300,RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS,NJ,080434600,PROPRIETARY, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,2," $14,852.00 ", -   , -   , $-   ,0, $-   
01152300,MORRIS COUNTY SCHOOL OF TECHNOLOGY,NJ,078342129,PUBLIC, 13 , 13 ," $45,500.00 ",13," $45,500.00 ", 11 , 11 ," $50,685.00 ",11," $50,685.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01209000,ROBERT FIANCE BEAUTY SCHOOLS,NJ,088614118,PROPRIETARY, 1 , 1 ," $1,500.00 ",1," $1,500.00 ", 1 , 1 ," $2,000.00 ",1," $2,000.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01246100,LINCOLN TECHNICAL INSTITUTE,NJ,088202896,PROPRIETARY, 927 , 939 ," $2,073,168.00 ","2,718"," $3,438,129.00 ", 961 ," 1,380 "," $2,341,905.00 ","3,867"," $3,878,231.00 ", 54 , 55 ," $185,326.00 ",137," $262,278.00 ", -   , -   , $-   ,0, $-   
01295400,HUDSON COUNTY COMMUNITY COLLEGE,NJ,073064012,PUBLIC, 1 , 1 ," $1,750.00 ",1," $1,750.00 ", 1 , 1 ," $1,000.00 ",1," $1,000.00 ", 2 , 2 ," $12,000.00 ",2," $12,000.00 ", -   , -   , $-   ,0, $-   
02061800,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,075062516,PROPRIETARY, 10 , 10 ," $29,003.00 ",33," $56,419.00 ", 9 , 9 ," $21,129.00 ",31," $49,546.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02132300,FORTIS INSTITUTE,NJ,074707041,PROPRIETARY, 49 , 49 ," $63,083.00 ",105," $73,577.00 ", 52 , 57 ," $57,502.00 ",113," $68,888.00 ", 7 , 7 ," $6,838.00 ",11," $7,642.00 ", -   , -   , $-   ,0, $-   
02192200,THOMAS A EDISON STATE COLLEGE,NJ,086081176,PUBLIC, 130 , 130 ," $428,154.00 ",772," $1,281,310.00 ", 174 , 175 ," $925,180.00 ",905," $2,448,780.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02232500,UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS,NJ,070762997,PUBLIC, 2 , 2 ," $4,650.00 ",5," $8,900.00 ", 5 , 5 ," $17,310.00 ",11," $24,310.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02248600,COOPER HEALTH SYSTEM - CENTER FOR ALLIED HEALTH EDUCATION,NJ,081031489,PRIVATE, -   , -   , $-   ,2," $3,500.00 ", -   , -   , $-   ,1," $2,917.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02291000,LINCOLN TECHNICAL INSTITUTE,NJ,070802424,PROPRIETARY, 111 , 111 ," $437,397.00 ",270," $525,887.00 ", 114 , 172 ," $473,572.00 ",424," $617,200.00 ", 20 , 21 ," $126,164.00 ",40," $141,364.00 ", -   , -   , $-   ,0, $-   
02312000,BERGEN COUNTY TECHNICAL SCHOOLS,NJ,076016195,PUBLIC, 2 , 2 ," $7,000.00 ",27," $45,050.00 ", 3 , 3 ," $14,600.00 ",22," $41,525.00 ", 1 , 1 ," $4,100.00 ",3," $6,100.00 ", -   , -   , $-   ,0, $-   
02503900,WARREN COUNTY COMMUNITY COLLEGE,NJ,078824343,PUBLIC, 4 , 4 ," $7,150.00 ",8," $7,150.00 ", 4 , 4 ," $6,600.00 ",9," $7,600.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02568800,SUSSEX COUNTY COMMUNITY COLLEGE,NJ,078601149,PUBLIC, 29 , 29 ," $54,599.00 ",190," $248,181.00 ", 50 , 51 ," $105,427.00 ",249," $382,001.00 ", -   , -   , $-   ,2," $1,892.00 ", -   , -   , $-   ,0, $-   
03122600,EASTERN INTERNATIONAL COLLEGE,NJ,073063906,PROPRIETARY, 25 , 25 ," $90,150.00 ",112," $225,775.00 ", 23 , 23 ," $94,800.00 ",107," $269,675.00 ", 5 , 5 ," $31,600.00 ",6," $35,000.00 ", -   , -   , $-   ,0, $-   
03187300,STENOTECH CAREER INSTITUTE,NJ,070043490,PROPRIETARY, 21 , 22 ," $81,208.00 ",55," $101,936.00 ", 30 , 37 ," $93,860.00 ",86," $138,776.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03197300,INSTITUTE FOR HEALTH EDUCATION (THE),NJ,073062929,PROPRIETARY, 37 , 37 ," $129,446.00 ",107," $186,142.00 ", 35 , 35 ," $78,605.00 ",118," $108,774.00 ", 2 , 2 ," $11,325.00 ",5," $18,361.00 ", -   , -   , $-   ,0, $-   
03324300,CENTRAL CAREER SCHOOL,NJ,070802408,PROPRIETARY, 13 , 13 ," $32,571.00 ",66," $78,597.00 ", 14 , 14 ," $35,895.00 ",62," $82,671.00 ", 1 , 1 ," $5,154.00 ",5," $12,190.00 ", -   , -   , $-   ,0, $-   
03574400,CORTIVA INSTITUTE - SOMERSET SCHOOL OF MASSAGE THERAPY,NJ,088543908,PROPRIETARY, 16 , 16 ," $40,909.00 ",60," $67,303.00 ", 18 , 18 ," $58,155.00 ",70," $104,690.00 ", 1 , 1 ," $2,975.00 ",2," $5,975.00 ", -   , -   , $-   ,0, $-   
03666300,SOMERSET CHRISTIAN COLLEGE,NJ,088909035,PRIVATE, 34 , 34 ," $93,966.00 ",94," $177,804.00 ", 33 , 33 ," $145,569.00 ",94," $275,114.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03769300,PC TECH LEARNING CENTER,NJ,073069900,PROPRIETARY, 4 , 5 ," $13,940.00 ",17," $33,855.00 ", 3 , 3 ," $5,201.00 ",11," $15,532.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03803300,HEALTHCARE TRAINING INSTITUTE,NJ,070833504,PROPRIETARY, 57 , 58 ," $186,058.00 ",125," $218,280.00 ", 54 , 57 ," $210,495.00 ",120," $239,798.00 ", 1 , 1 ," $7,181.00 ",2," $7,181.00 ", -   , -   , $-   ,0, $-   
00209300,SAINT JOHN'S COLLEGE,NM,875054599,PRIVATE, 16 , 16 ," $56,166.00 ",32," $87,541.00 ", 33 , 34 ," $79,403.00 ",53," $107,525.00 ", 1 , 1 ," $5,726.00 ",8," $53,318.00 ", 7 , 7 ," $20,926.00 ",7," $20,926.00 "
00264900,SANTA FE UNIVERSITY OF ART AND DESIGN,NM,875057634,PROPRIETARY, 17 , 18 ," $49,356.00 ",20," $52,106.00 ", 16 , 18 ," $35,034.00 ",19," $35,034.00 ", 5 , 5 ," $45,336.00 ",5," $45,336.00 ", -   , -   , $-   ,0, $-   
00265000,UNIVERSITY OF THE SOUTHWEST,NM,882409129,PRIVATE, 2 , 2 ," $3,458.00 ",5," $7,416.00 ", 6 , 6 ," $15,814.00 ",10," $26,814.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $10,000.00 ",2," $10,000.00 "
00265100,EASTERN NEW MEXICO UNIVERSITY,NM,881306000,PUBLIC, 316 , 325 ," $584,013.00 ",333," $585,312.00 ", 350 , 354 ," $873,829.00 ",361," $879,014.00 ", 3 , 4 ," $7,403.00 ",4," $7,403.00 ", -   , -   , $-   ,0, $-   
00265300,NEW MEXICO HIGHLANDS UNIVERSITY,NM,877014436,PUBLIC, 26 , 27 ," $58,072.00 ",58," $66,441.00 ", 36 , 36 ," $78,902.00 ",70," $87,908.00 ", 1 , 1 ," $1,500.00 ",2," $1,500.00 ", -   , -   , $-   ,0, $-   
00265400,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,NM,878014796,PUBLIC, 15 , 15 ," $34,681.00 ",17," $34,681.00 ", 9 , 9 ," $23,242.00 ",11," $23,242.00 ", 1 , 1 ," $2,500.00 ",1," $2,500.00 ", -   , -   , $-   ,0, $-   
00265500,NEW MEXICO JUNIOR COLLEGE,NM,882409123,PUBLIC, 36 , 36 ," $57,803.00 ",71," $57,601.00 ", 27 , 27 ," $59,214.00 ",53," $58,350.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00265600,NEW MEXICO MILITARY INSTITUTE,NM,882015173,PUBLIC, 4 , 4 ," $11,976.00 ",4," $11,976.00 ", 1 , 1 ," $2,500.00 ",2," $2,676.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00265700,NEW MEXICO STATE UNIVERSITY,NM,880038001,PUBLIC, 999 ," 1,034 "," $2,253,674.00 ","1,119"," $2,264,402.00 "," 1,205 "," 1,259 "," $3,020,855.00 ","1,357"," $3,006,834.00 ", 10 , 10 ," $41,150.00 ",11," $47,099.00 ", 8 , 9 ," $47,116.00 ",10," $47,116.00 "
00266000,SAN JUAN COLLEGE,NM,874024699,PUBLIC, 156 , 159 ," $319,973.00 ",443," $563,959.00 ", 128 , 134 ," $283,500.00 ",389," $574,984.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00266300,UNIVERSITY OF NEW MEXICO,NM,871310001,PUBLIC, 351 , 376 ," $923,600.00 ",579," $1,073,418.00 ", 458 , 521 ," $1,459,974.00 ",840," $1,756,075.00 ", 13 , 14 ," $54,028.00 ",19," $55,020.00 ", 23 , 25 ," $86,485.00 ",35," $86,485.00 "
00266400,WESTERN NEW MEXICO UNIVERSITY,NM,880615417,PUBLIC, 99 , 101 ," $155,923.00 ",102," $155,923.00 ", 110 , 113 ," $161,154.00 ",113," $161,045.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00474200,CENTRAL NEW MEXICO COMMUNITY COLLEGE,NM,871064096,PUBLIC, 361 , 374 ," $885,982.00 ","4,051"," $5,716,748.00 ", 379 , 394 ," $999,722.00 ","3,663"," $6,470,967.00 ", -   , -   , $-   ,2," $4,499.00 ", -   , -   , $-   ,0, $-   
00474300,CLOVIS COMMUNITY COLLEGE,NM,881018381,PUBLIC, 74 , 80 ," $145,049.00 ",88," $150,840.00 ", 43 , 44 ," $76,331.00 ",47," $79,464.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00996200,LUNA COMMUNITY COLLEGE,NM,877010000,PUBLIC, 23 , 23 ," $28,789.00 ",94," $79,764.00 ", 8 , 8 ," $10,605.00 ",26," $26,405.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01063200,DEWOLFF COLLEGE OF HAIRSTYLING & COSMETOLOGY,NM,871124113,PROPRIETARY, 16 , 16 ," $49,851.00 ",49," $81,929.00 ", 9 , 9 ," $32,265.00 ",35," $63,089.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01300500,OLYMPIAN UNIVERSITY OF COSMETOLOGY,NM,883105051,PROPRIETARY, 46 , 48 ," $104,060.00 ",179," $245,093.00 ", 33 , 44 ," $102,396.00 ",165," $250,669.00 ", 3 , 3 ," $7,915.00 ",14," $24,930.00 ", -   , -   , $-   ,0, $-   
02083900,NORTHERN NEW MEXICO COLLEGE,NM,875300000,PUBLIC, 28 , 28 ," $41,753.00 ",57," $45,253.00 ", 9 , 9 ," $12,243.00 ",19," $13,243.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02146400,INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTSDEVELO,NM,875087634,PUBLIC, 3 , 3 ," $5,200.00 ",3," $5,200.00 ", 9 , 10 ," $17,893.00 ",10," $17,893.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02278100,SANTA FE COMMUNITY COLLEGE,NM,875074887,PUBLIC, 122 , 123 ," $275,204.00 ",295," $419,101.00 ", 106 , 113 ," $285,219.00 ",272," $462,427.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02622000,SOUTHWEST ACUPUNCTURE COLLEGE,NM,875056353,PROPRIETARY, 99 , 99 ," $514,815.00 ",216," $904,729.00 ", 99 , 99 ," $643,261.00 ",221," $1,167,156.00 ", -   , -   , $-   ,0, $-   , 9 , 9 ," $32,971.00 ",23," $54,405.00 "
03076100,SOUTHWESTERN COLLEGE,NM,875070000,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,4," $11,033.00 "
03430300,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,NM,871074403,PROPRIETARY, 4 , 4 ," $7,000.00 ",21," $36,750.00 ", 5 , 5 ," $10,800.00 ",22," $52,350.00 ", -   , -   , $-   ,1," $2,300.00 ", -   , -   , $-   ,0, $-   
03678300,PIMA MEDICAL INSTITUTE,NM,871115775,PROPRIETARY, 3 , 3 ," $7,314.00 ",6," $12,250.00 ", 3 , 3 ," $10,433.00 ",8," $17,470.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03944300,MASSAGE THERAPY TRAINING INSTITUTE,NM,880074775,PROPRIETARY, 9 , 9 ," $16,800.00 ",16," $23,800.00 ", 12 , 12 ," $38,300.00 ",21," $41,500.00 ", 2 , 2 ," $5,071.00 ",4," $5,071.00 ", -   , -   , $-   ,0, $-   
00256800,"UNIVERSITY OF NEVADA , RENO",NV,895570002,PUBLIC, 146 , 151 ," $454,208.00 ",170," $449,246.00 ", 215 , 219 ," $745,805.00 ",239," $727,243.00 ", 12 , 12 ," $82,140.00 ",12," $82,140.00 ", 1 , 1 ," $7,990.00 ",1," $7,990.00 "
00697700,GREAT BASIN COLLEGE,NV,898013348,PUBLIC, 10 , 10 ," $29,191.00 ",26," $36,441.00 ", 17 , 17 ," $57,528.00 ",40," $67,427.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00737100,MARINELLO SCHOOL OF BEAUTY,NV,895026530,PROPRIETARY, 5 , 5 ," $19,807.00 ",14," $25,825.00 ", 3 , 3 ," $8,111.00 ",4," $6,111.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01036200,COLLEGE OF SOUTHERN NEVADA,NV,891461139,PUBLIC, 114 , 116 ," $270,505.00 ",171," $269,438.00 ", 120 , 120 ," $367,581.00 ",181," $364,271.00 ", 1 , 1 ," $3,000.00 ",2," $3,000.00 ", -   , -   , $-   ,0, $-   
01036300,WESTERN NEVADA COLLEGE,NV,897037399,PUBLIC, 2 , 2 ," $5,692.00 ",2," $5,692.00 ", 4 , 4 ," $13,133.00 ",6," $21,133.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01323200,ACADEMY OF HAIR DESIGN,NV,891461617,PROPRIETARY, 2 , 2 ," $2,068.00 ",2," $2,068.00 ", 2 , 2 ," $11,930.00 ",2," $11,930.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02107700,TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,895123999,PUBLIC, 161 , 165 ," $430,999.00 ",331," $480,765.00 ", 213 , 221 ," $638,203.00 ",433," $675,478.00 ", 2 , 2 ," $9,644.00 ",4," $9,644.00 ", -   , -   , $-   ,0, $-   
02237500,EVEREST COLLEGE,NV,890148810,PROPRIETARY, 275 , 290 ," $931,839.00 ","1,197"," $1,636,814.00 ", 263 , 282 ," $1,373,902.00 ","1,180"," $2,457,791.00 ", 7 , 7 ," $45,315.00 ",30," $75,358.00 ", -   , -   , $-   ,0, $-   
03043200,KAPLAN COLLEGE,NV,891028618,PROPRIETARY, 3 , 3 ," $3,880.00 ",17," $17,033.00 ", 5 , 5 ," $5,313.00 ",24," $19,384.00 ", -   , -   , $-   ,5," $11,379.00 ", -   , -   , $-   ,0, $-   
03084600,ART INSTITUTE OF LAS VEGAS (THE),NV,890747737,PROPRIETARY, 213 , 217 ," $670,657.00 ","1,129"," $1,596,660.00 ", 198 , 205 ," $903,357.00 ","1,131"," $2,092,999.00 ", 18 , 19 ," $283,414.00 ",176," $932,779.00 ", -   , -   , $-   ,0, $-   
03787300,EXPERTISE COSMETOLOGY INSTITUTE,NV,891062516,PRIVATE, 37 , 38 ," $119,826.00 ",76," $128,775.00 ", 33 , 34 ," $129,272.00 ",67," $136,594.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
04065300,ROSEMAN UNIVERSITY OF HEALTH SCIENCES,NV,890142333,PRIVATE, 52 , 52 ," $286,000.00 ",126," $356,495.00 ", 56 , 60 ," $367,152.00 ",139," $437,271.00 ", 2 , 2 ," $33,000.00 ",8," $76,462.00 ", 10 , 10 ," $52,610.00 ",13," $61,162.00 "
04114300,NEVADA STATE COLLEGE,NV,890029455,PUBLIC, 61 , 63 ," $162,112.00 ",64," $162,112.00 ", 74 , 78 ," $252,798.00 ",79," $252,191.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00266500,VAUGHN COLLEGE OF AERONAUTICS AND TECHNOLOGY,NY,113699997,PRIVATE, 66 , 68 ," $225,881.00 ",84," $244,375.00 ", 63 , 67 ," $223,442.00 ",82," $235,316.00 ", 3 , 4 ," $16,500.00 ",4," $16,500.00 ", -   , -   , $-   ,0, $-   
00266600,ADELPHI UNIVERSITY,NY,115304299,PRIVATE, 191 , 193 ," $937,166.00 ",208," $958,482.00 ", 235 , 237 ," $1,142,838.00 ",250," $1,165,007.00 ", 48 , 51 ," $370,075.00 ",56," $367,032.00 ", 41 , 43 ," $243,917.00 ",45," $234,220.00 "
00266700,DOWLING COLLEGE,NY,117691999,PRIVATE, 5 , 5 ," $34,000.00 ",6," $38,250.00 ", 8 , 8 ," $75,816.00 ",10," $76,742.00 ", 5 , 5 ," $27,000.00 ",5," $27,000.00 ", 7 , 7 ," $40,453.00 ",7," $40,453.00 "
00266800,ALFRED UNIVERSITY,NY,148021205,PRIVATE, 61 , 62 ," $183,050.00 ",65," $183,050.00 ", 68 , 71 ," $170,236.00 ",75," $169,231.00 ", 4 , 4 ," $18,350.00 ",5," $18,350.00 ", -   , -   , $-   ,0, $-   
00267100,BARD COLLEGE,NY,125045000,PRIVATE, 1 , 1 ," $8,500.00 ",2," $8,500.00 ", 3 , 3 ," $16,300.00 ",3," $10,300.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $2,000.00 ",2," $2,000.00 "
00267700,BROOKLYN LAW SCHOOL,NY,112013798,PRIVATE, 3 , 3 ," $25,500.00 ",6," $25,500.00 ", 3 , 3 ," $25,000.00 ",6," $25,000.00 ", -   , -   , $-   ,0, $-   , 134 , 146 ," $624,067.00 ",201," $645,558.00 "
00267800,BRYANT & STRATTON COLLEGE,NY,142031713,PROPRIETARY, 977 ," 1,001 "," $2,676,814.00 ","5,324"," $9,026,832.00 "," 1,187 "," 1,714 "," $3,963,541.00 ","8,865"," $12,267,444.00 ", 19 , 19 ," $124,645.00 ",71," $276,232.00 ", -   , -   , $-   ,0, $-   
00268100,CANISIUS COLLEGE,NY,142081098,PRIVATE, 12 , 12 ," $59,649.00 ",18," $63,899.00 ", 18 , 18 ," $88,860.00 ",28," $94,860.00 ", 3 , 3 ," $15,836.00 ",3," $15,836.00 ", 2 , 2 ," $9,338.00 ",3," $9,338.00 "
00270000,COLGATE ROCHESTER CROZER DIVINITY SCHOOL,NY,146202589,PRIVATE, 1 , 1 ," $4,250.00 ",5," $19,910.00 ", 2 , 2 ," $4,810.00 ",4," $8,151.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
00270300,COLLEGE OF MOUNT SAINT VINCENT,NY,104711093,PRIVATE, 57 , 59 ," $110,695.00 ",117," $122,697.00 ", 52 , 55 ," $154,148.00 ",106," $172,811.00 ", 13 , 13 ," $43,631.00 ",24," $54,150.00 ", 1 , 1 ," $2,500.00 ",1," $2,500.00 "
00270400,COLLEGE OF NEW ROCHELLE (THE),NY,108052339,PRIVATE, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 3 , 4 ," $30,700.00 ",5," $30,700.00 ", 7 , 7 ," $92,204.00 ",8," $92,204.00 "
00270500,COLLEGE OF SAINT ROSE,NY,122031490,PRIVATE, 53 , 54 ," $200,755.00 ",59," $201,052.00 ", 74 , 76 ," $394,982.00 ",83," $391,669.00 ", 8 , 8 ," $59,396.00 ",11," $68,582.00 ", 4 , 4 ," $18,884.00 ",6," $18,884.00 "
00270700,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NY,100270000,PRIVATE, 284 , 284 ," $1,578,305.00 ",424," $2,084,454.00 ", 302 , 312 ," $2,413,130.00 ",471," $3,235,647.00 ", 15 , 15 ," $170,490.00 ",17," $192,344.00 ", 263 , 279 ," $2,140,399.00 ",423," $4,089,447.00 "
00270900,CONCORDIA COLLEGE,NY,107081998,PRIVATE, 45 , 45 ," $172,302.00 ",88," $184,214.00 ", 56 , 58 ," $298,062.00 ",114," $321,965.00 ", 3 , 3 ," $20,000.00 ",6," $20,000.00 ", -   , -   , $-   ,0, $-   
00271000,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE),NY,100037120,PRIVATE, 9 , 9 ," $32,325.00 ",16," $29,326.00 ", 10 , 10 ," $27,750.00 ",17," $27,750.00 ", 1 , 1 ," $9,000.00 ",1," $9,000.00 ", -   , -   , $-   ,0, $-   
00271200,D'YOUVILLE COLLEGE,NY,142011084,PRIVATE, 65 , 72 ," $262,722.00 ",78," $270,222.00 ", 77 , 82 ," $326,622.00 ",87," $334,587.00 ", 6 , 6 ," $27,986.00 ",6," $27,986.00 ", 3 , 3 ," $7,138.00 ",3," $7,138.00 "
00271300,DOMINICAN COLLEGE OF BLAUVELT,NY,109621210,PRIVATE, 65 , 65 ," $297,072.00 ",285," $756,171.00 ", 68 , 69 ," $430,129.00 ",285," $1,071,435.00 ", 6 , 6 ," $35,900.00 ",7," $35,900.00 ", -   , -   , $-   ,3," $15,211.00 "
00271800,ELMIRA COLLEGE,NY,149012099,PRIVATE, 32 , 33 ," $64,960.00 ",122," $240,358.00 ", 48 , 50 ," $121,292.00 ",140," $269,415.00 ", 12 , 12 ," $156,414.00 ",16," $164,015.00 ", -   , -   , $-   ,0, $-   
00272200,FORDHAM UNIVERSITY,NY,104585157,PRIVATE, 289 , 301 ," $1,516,686.00 ",551," $2,139,294.00 ", 340 , 359 ," $1,866,472.00 ",625," $2,792,229.00 ", 47 , 47 ," $500,753.00 ",51," $510,627.00 ", 121 , 135 ," $1,315,868.00 ",226," $2,118,310.00 "
